age,workclass,fnlgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
86,Self-emp-not-inc,294161,10th,13,Separated,Transport-moving,Wife,Amer-Indian-Eskimo,Female,0,0,78,Canada,>50K
52,Federal-gov,756398,HS-grad,2,Married-spouse-absent,Sales,Not-in-family,White,Male,45804,0,97,England,>50K
40,Federal-gov,1047566,7th-8th,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Female,0,194,41,Puerto-Rico,<=50K
45,Local-gov,256268,Assoc-voc,8,Married-civ-spouse,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,0,3142,82,England,<=50K
28,Local-gov,112135,5th-6th,12,Divorced,Transport-moving,Husband,White,Male,0,0,79,Japan,<=50K
84,State-gov,237200,Assoc-acdm,7,Separated,Priv-house-serv,Not-in-family,White,Male,0,3552,58,Japan,<=50K
71,Never-worked,366386,Masters,4,Married-AF-spouse,Craft-repair,Husband,White,Female,64701,653,98,United-States,>50K
83,Private,106186,12th,16,Married-spouse-absent,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,0,385,83,Philippines,>50K
19,Without-pay,413816,12th,16,Never-married,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,0,0,92,United-States,<=50K
61,Without-pay,477277,Assoc-acdm,7,Widowed,Other-service,Not-in-family,Other,Male,0,0,35,Puerto-Rico,<=50K
68,Local-gov,248684,5th-6th,12,Divorced,Sales,Wife,Amer-Indian-Eskimo,Female,38530,1043,19,India,>50K
78,Local-gov,320363,1st-4th,14,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,0,0,59,Puerto-Rico,>50K
56,Self-emp-not-inc,1080382,Some-college,6,Widowed,Tech-support,Own-child,Amer-Indian-Eskimo,Male,29172,0,11,India,<=50K
32,Local-gov,21511,1st-4th,14,Divorced,Tech-support,Other-relative,Black,Female,0,0,98,United-States,<=50K
35,Without-pay,126784,11th,3,Married-civ-spouse,Transport-moving,Husband,Other,Female,0,0,87,England,<=50K
86,Self-emp-inc,566414,Masters,4,Widowed,Craft-repair,Wife,Black,Male,0,2307,83,Puerto-Rico,>50K
27,Self-emp-not-inc,573706,Assoc-voc,8,Divorced,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,0,0,15,Cambodia,<=50K
81,Private,430216,Bachelors,1,Married-spouse-absent,Armed-Forces,Wife,Asian-Pac-Islander,Female,19243,0,16,Puerto-Rico,>50K
59,Never-worked,373721,Some-college,6,Widowed,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,0,0,35,Cambodia,<=50K
20,Self-emp-inc,335766,11th,3,Married-spouse-absent,Machine-op-inspct,Other-relative,Black,Male,42091,1678,17,Cuba,<=50K
62,Self-emp-inc,353270,9th,5,Never-married,Adm-clerical,Wife,White,Male,0,0,36,Canada,<=50K
75,Self-emp-inc,267195,5th-6th,12,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,30,Cambodia,<=50K
83,Never-worked,354550,Preschool,15,Divorced,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,79924,0,48,Germany,>50K
40,Self-emp-inc,1381431,Some-college,6,Married-AF-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,18595,0,95,Cuba,>50K
48,Federal-gov,295706,Assoc-acdm,7,Married-civ-spouse,Sales,Husband,White,Female,93054,0,14,Cuba,<=50K
29,Self-emp-not-inc,507193,1st-4th,14,Married-civ-spouse,Exec-managerial,Other-relative,Other,Female,35195,0,73,England,>50K
51,State-gov,402473,1st-4th,14,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,0,0,78,Cambodia,>50K
54,Never-worked,571983,HS-grad,2,Divorced,Other-service,Unmarried,Other,Female,0,0,23,Cuba,<=50K
77,Self-emp-not-inc,1086805,12th,16,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,0,0,26,United-States,>50K
60,State-gov,803478,1st-4th,14,Never-married,Sales,Not-in-family,Black,Female,0,0,80,England,<=50K
33,Federal-gov,1021393,Assoc-voc,8,Married-spouse-absent,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,0,0,9,England,<=50K
39,Never-worked,743809,Assoc-voc,8,Divorced,Adm-clerical,Husband,White,Male,94546,1368,29,Philippines,<=50K
29,Self-emp-inc,1052519,Preschool,15,Divorced,Priv-house-serv,Other-relative,Asian-Pac-Islander,Male,0,0,73,Cambodia,<=50K
22,Never-worked,1466988,5th-6th,12,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,97919,0,17,Mexico,<=50K
37,Self-emp-inc,133948,7th-8th,9,Married-spouse-absent,Tech-support,Not-in-family,Black,Female,15194,0,26,India,<=50K
54,Self-emp-inc,814007,7th-8th,9,Married-civ-spouse,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,19,Puerto-Rico,<=50K
58,Never-worked,990766,1st-4th,14,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,0,0,6,Philippines,<=50K
87,Private,130984,Doctorate,10,Married-AF-spouse,Prof-specialty,Other-relative,White,Female,0,0,21,Cambodia,>50K
89,Private,692050,12th,16,Never-married,Tech-support,Not-in-family,Black,Male,0,2388,70,Mexico,>50K
19,State-gov,1125794,10th,13,Separated,Machine-op-inspct,Other-relative,White,Male,0,0,31,Puerto-Rico,<=50K
23,State-gov,106155,12th,16,Married-spouse-absent,Handlers-cleaners,Husband,Black,Male,0,0,82,Japan,>50K
71,Without-pay,131911,Assoc-acdm,7,Separated,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,0,0,82,United-States,<=50K
30,Local-gov,587103,10th,13,Married-AF-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,3166,4,Canada,<=50K
40,Without-pay,829248,Preschool,15,Divorced,Exec-managerial,Husband,White,Female,68101,0,78,Canada,>50K
83,Federal-gov,905832,10th,13,Married-AF-spouse,Craft-repair,Own-child,Other,Female,0,1471,52,Mexico,>50K
54,Local-gov,1206576,Prof-school,11,Married-AF-spouse,Tech-support,Not-in-family,Other,Male,48398,0,27,United-States,>50K
88,Federal-gov,1101601,5th-6th,12,Married-AF-spouse,Prof-specialty,Unmarried,White,Male,16639,42,39,England,>50K
89,Self-emp-not-inc,473343,7th-8th,9,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,41514,0,34,India,>50K
53,Without-pay,243632,Masters,4,Married-spouse-absent,Priv-house-serv,Wife,Other,Female,0,0,16,Canada,<=50K
73,Self-emp-not-inc,842496,1st-4th,14,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,6,Mexico,<=50K
84,Local-gov,721015,5th-6th,12,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,70322,0,83,India,>50K
81,Self-emp-inc,299185,10th,13,Divorced,Adm-clerical,Other-relative,Black,Female,0,0,8,United-States,<=50K
67,Never-worked,730516,7th-8th,9,Widowed,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,27,Puerto-Rico,<=50K
38,Self-emp-inc,754789,Prof-school,11,Married-civ-spouse,Armed-Forces,Unmarried,Other,Female,0,724,41,Japan,<=50K
40,Self-emp-inc,1455876,5th-6th,12,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,616,0,28,Puerto-Rico,>50K
46,Private,883749,10th,13,Divorced,Farming-fishing,Unmarried,White,Male,0,0,87,Japan,<=50K
55,Self-emp-inc,616077,Some-college,6,Widowed,Other-service,Other-relative,Black,Male,0,0,32,Canada,<=50K
57,Local-gov,832755,11th,3,Never-married,Transport-moving,Not-in-family,White,Female,0,1534,44,Germany,<=50K
40,Without-pay,36350,Prof-school,11,Separated,Adm-clerical,Own-child,Other,Female,0,0,16,India,<=50K
74,Self-emp-not-inc,618939,12th,16,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,0,0,72,Mexico,>50K
72,State-gov,928213,Assoc-voc,8,Divorced,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,0,0,49,United-States,>50K
56,Self-emp-not-inc,528936,HS-grad,2,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,48217,0,76,Canada,>50K
72,Self-emp-inc,489985,Preschool,15,Married-AF-spouse,Machine-op-inspct,Other-relative,Other,Female,23624,1217,35,Philippines,>50K
24,Self-emp-inc,1429579,Doctorate,10,Divorced,Sales,Wife,Other,Male,93620,3850,56,Philippines,>50K
27,Private,157454,Prof-school,11,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,73281,0,92,Cuba,>50K
54,Local-gov,956528,9th,5,Married-AF-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,3943,84,Mexico,<=50K
45,Self-emp-inc,552971,Prof-school,11,Widowed,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,60770,0,20,Germany,>50K
28,Never-worked,1291145,Assoc-voc,8,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,0,0,92,Japan,<=50K
26,Private,380000,11th,3,Married-spouse-absent,Tech-support,Own-child,White,Male,0,0,75,Puerto-Rico,<=50K
63,Private,134969,1st-4th,14,Married-AF-spouse,Sales,Husband,Other,Male,0,0,54,England,>50K
25,Local-gov,626024,5th-6th,12,Widowed,Handlers-cleaners,Unmarried,Black,Female,0,2570,52,India,<=50K
72,Self-emp-inc,583998,Bachelors,1,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Female,0,0,86,Philippines,<=50K
75,Self-emp-not-inc,280957,Assoc-voc,8,Married-AF-spouse,Farming-fishing,Other-relative,Black,Female,17210,0,3,Puerto-Rico,>50K
35,Without-pay,422349,11th,3,Married-spouse-absent,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,66668,0,68,Cambodia,>50K
23,Local-gov,1278773,Assoc-voc,8,Married-spouse-absent,Transport-moving,Not-in-family,Other,Female,0,0,38,Germany,<=50K
40,Never-worked,632263,1st-4th,14,Separated,Tech-support,Wife,Asian-Pac-Islander,Male,0,0,80,Cambodia,>50K
17,Private,910265,11th,3,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,2300,43,India,<=50K
23,Self-emp-not-inc,725080,9th,5,Married-AF-spouse,Sales,Unmarried,Other,Female,0,2987,65,United-States,<=50K
83,Self-emp-not-inc,754733,Assoc-acdm,7,Separated,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,0,0,72,England,<=50K
86,Local-gov,1110834,HS-grad,2,Married-AF-spouse,Other-service,Unmarried,Asian-Pac-Islander,Male,0,0,3,Cambodia,<=50K
77,State-gov,1170662,12th,16,Widowed,Protective-serv,Wife,White,Male,0,0,67,Germany,>50K
64,Federal-gov,376077,Preschool,15,Never-married,Craft-repair,Wife,Amer-Indian-Eskimo,Female,0,0,3,Puerto-Rico,<=50K
20,Self-emp-not-inc,178957,Masters,4,Married-civ-spouse,Farming-fishing,Wife,Black,Female,40797,0,96,Germany,>50K
87,State-gov,891280,5th-6th,12,Widowed,Farming-fishing,Unmarried,Other,Female,2198,0,92,Cambodia,>50K
70,Never-worked,1246150,Bachelors,1,Married-AF-spouse,Protective-serv,Other-relative,Black,Female,0,0,92,Canada,<=50K
58,Private,200649,Masters,4,Separated,Adm-clerical,Not-in-family,White,Male,5766,0,51,Mexico,<=50K
60,Self-emp-not-inc,1429986,10th,13,Married-civ-spouse,Exec-managerial,Other-relative,Other,Male,76654,2249,16,Cambodia,>50K
31,Private,1238474,Bachelors,1,Separated,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,8,Cambodia,<=50K
72,Without-pay,1174399,Doctorate,10,Widowed,Farming-fishing,Own-child,Other,Female,0,0,64,Cambodia,<=50K
79,Private,297197,Some-college,6,Widowed,Priv-house-serv,Husband,White,Female,0,2520,37,United-States,<=50K
74,State-gov,1354249,1st-4th,14,Married-spouse-absent,Farming-fishing,Husband,White,Male,0,0,28,Cambodia,<=50K
85,Self-emp-not-inc,117956,Prof-school,11,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,6180,0,62,Philippines,>50K
73,Private,143583,10th,13,Married-spouse-absent,Protective-serv,Not-in-family,Black,Female,0,0,23,Cuba,>50K
73,Self-emp-not-inc,1178573,Bachelors,1,Separated,Sales,Wife,Other,Female,44976,0,72,Philippines,>50K
32,Without-pay,143720,Doctorate,10,Separated,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,0,4321,32,Cambodia,<=50K
79,State-gov,490852,Assoc-voc,8,Married-civ-spouse,Sales,Other-relative,Other,Female,0,0,76,Germany,<=50K
63,Self-emp-inc,1406455,Doctorate,10,Separated,Transport-moving,Unmarried,Asian-Pac-Islander,Female,96963,3444,3,Cuba,>50K
27,Self-emp-not-inc,180606,HS-grad,2,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,17181,0,14,England,<=50K
87,Self-emp-not-inc,776656,Masters,4,Separated,Craft-repair,Husband,White,Female,0,0,62,Philippines,<=50K
29,State-gov,374943,1st-4th,14,Married-AF-spouse,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0,0,14,Canada,<=50K
56,Federal-gov,594020,Bachelors,1,Separated,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,55761,0,89,Canada,>50K
38,State-gov,228911,Some-college,6,Widowed,Exec-managerial,Husband,Asian-Pac-Islander,Male,45353,3606,45,Cuba,>50K
48,Self-emp-inc,1371645,Doctorate,10,Divorced,Protective-serv,Own-child,Other,Female,83519,3180,51,Philippines,>50K
19,Federal-gov,60298,7th-8th,9,Widowed,Other-service,Own-child,Black,Male,0,0,74,Cambodia,<=50K
35,State-gov,964618,Assoc-acdm,7,Married-spouse-absent,Prof-specialty,Own-child,White,Male,32973,0,23,Mexico,>50K
38,State-gov,782770,9th,5,Married-spouse-absent,Craft-repair,Unmarried,Asian-Pac-Islander,Female,0,0,62,India,<=50K
18,Private,317570,10th,13,Separated,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,2788,83,Cuba,<=50K
40,Self-emp-inc,532925,Assoc-acdm,7,Separated,Adm-clerical,Wife,Black,Female,0,0,52,United-States,<=50K
66,Without-pay,1226439,5th-6th,12,Married-AF-spouse,Other-service,Unmarried,Amer-Indian-Eskimo,Female,98397,1170,72,Canada,>50K
70,Never-worked,298766,11th,3,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Male,0,0,8,Mexico,<=50K
82,Local-gov,737059,Masters,4,Married-AF-spouse,Other-service,Husband,Asian-Pac-Islander,Female,0,0,31,Philippines,<=50K
71,Private,513137,11th,3,Separated,Craft-repair,Husband,Asian-Pac-Islander,Female,0,0,50,United-States,>50K
30,Self-emp-inc,1118550,Masters,4,Never-married,Tech-support,Wife,Asian-Pac-Islander,Female,0,0,67,Cambodia,<=50K
89,Self-emp-inc,360464,12th,16,Married-civ-spouse,Armed-Forces,Wife,White,Female,29492,0,64,Mexico,>50K
88,State-gov,1268270,5th-6th,12,Never-married,Prof-specialty,Other-relative,Black,Female,43374,0,54,United-States,>50K
43,Without-pay,648027,Preschool,15,Never-married,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Female,0,0,12,England,<=50K
39,Without-pay,1314243,7th-8th,9,Divorced,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,0,0,74,Germany,>50K
40,Local-gov,522250,7th-8th,9,Married-civ-spouse,Machine-op-inspct,Wife,Other,Male,0,0,76,England,<=50K
34,Local-gov,106871,Bachelors,1,Divorced,Tech-support,Own-child,Other,Female,0,1674,53,England,<=50K
65,Federal-gov,696381,Some-college,6,Married-AF-spouse,Priv-house-serv,Own-child,Other,Male,0,0,44,United-States,<=50K
66,Federal-gov,624511,Doctorate,10,Divorced,Transport-moving,Unmarried,White,Female,0,0,23,Cuba,<=50K
35,Private,1137203,Doctorate,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,62,United-States,>50K
44,State-gov,370319,5th-6th,12,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,1,Canada,<=50K
81,Self-emp-inc,606194,9th,5,Divorced,Protective-serv,Other-relative,White,Female,0,1048,45,Canada,<=50K
30,Local-gov,1129797,Masters,4,Separated,Farming-fishing,Own-child,Black,Male,0,0,16,Cambodia,<=50K
59,Private,1130304,Assoc-voc,8,Separated,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,76879,0,47,Cambodia,<=50K
79,Federal-gov,810901,9th,5,Married-spouse-absent,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,14737,491,65,India,>50K
63,State-gov,1134423,Preschool,15,Married-spouse-absent,Sales,Unmarried,Amer-Indian-Eskimo,Female,91841,3883,34,Puerto-Rico,>50K
46,Private,1121289,9th,5,Married-spouse-absent,Armed-Forces,Not-in-family,Black,Female,47383,3439,46,United-States,<=50K
44,State-gov,210324,1st-4th,14,Married-AF-spouse,Sales,Unmarried,Other,Female,36957,0,61,England,>50K
17,Federal-gov,1029551,11th,3,Never-married,Sales,Husband,Asian-Pac-Islander,Female,0,0,41,Cambodia,<=50K
29,Private,933594,10th,13,Widowed,Farming-fishing,Wife,Other,Male,0,2097,15,Japan,<=50K
81,Self-emp-not-inc,781087,9th,5,Never-married,Handlers-cleaners,Husband,White,Male,0,0,60,Canada,>50K
19,Local-gov,288887,11th,3,Separated,Adm-clerical,Not-in-family,White,Male,0,0,61,Canada,<=50K
72,Local-gov,1197078,Doctorate,10,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,3371,2,India,>50K
72,Self-emp-inc,496393,Assoc-acdm,7,Married-spouse-absent,Protective-serv,Wife,Other,Male,0,4267,20,Cuba,<=50K
51,Self-emp-inc,1052724,Some-college,6,Married-civ-spouse,Farming-fishing,Wife,Black,Female,0,0,96,Cambodia,<=50K
54,Never-worked,135393,Bachelors,1,Divorced,Machine-op-inspct,Husband,White,Male,0,0,89,Puerto-Rico,<=50K
38,Self-emp-inc,60773,1st-4th,14,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,22429,0,93,Japan,>50K
45,Federal-gov,1097538,1st-4th,14,Married-AF-spouse,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,0,433,14,England,<=50K
33,Federal-gov,1441294,9th,5,Never-married,Transport-moving,Other-relative,Other,Male,74028,0,9,Germany,<=50K
41,Self-emp-not-inc,896187,10th,13,Married-civ-spouse,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,0,0,76,Philippines,<=50K
88,Federal-gov,188369,Assoc-acdm,7,Married-AF-spouse,Prof-specialty,Unmarried,Other,Male,0,0,33,Puerto-Rico,>50K
80,Private,932473,Doctorate,10,Married-spouse-absent,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,67,Mexico,>50K
22,Self-emp-inc,398836,11th,3,Widowed,Machine-op-inspct,Unmarried,Other,Female,84904,0,78,England,>50K
51,Private,606190,Masters,4,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Male,0,0,68,United-States,>50K
25,State-gov,160208,1st-4th,14,Married-civ-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,0,3422,83,United-States,<=50K
56,Self-emp-not-inc,307761,Preschool,15,Separated,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,83,Japan,<=50K
78,Local-gov,100588,Assoc-acdm,7,Widowed,Armed-Forces,Unmarried,White,Male,0,2777,5,Philippines,<=50K
38,Self-emp-inc,764372,Assoc-acdm,7,Married-spouse-absent,Priv-house-serv,Own-child,Black,Male,0,65,47,England,<=50K
67,Never-worked,1202688,Preschool,15,Married-AF-spouse,Sales,Own-child,White,Female,0,0,81,Germany,>50K
49,Without-pay,1226144,9th,5,Married-AF-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,0,2767,3,Mexico,<=50K
62,State-gov,1353226,1st-4th,14,Married-spouse-absent,Tech-support,Other-relative,Other,Female,65467,3694,77,Cambodia,>50K
34,Private,404020,Assoc-voc,8,Married-AF-spouse,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,48283,0,84,Canada,>50K
88,Private,1006149,Preschool,15,Married-civ-spouse,Protective-serv,Wife,Black,Male,0,0,84,Philippines,>50K
33,Local-gov,1249472,7th-8th,9,Separated,Protective-serv,Wife,Amer-Indian-Eskimo,Female,0,1360,94,Germany,<=50K
30,Private,617073,Assoc-acdm,7,Separated,Transport-moving,Unmarried,White,Female,0,0,41,Canada,<=50K
22,Never-worked,516346,Doctorate,10,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,1619,35,Japan,<=50K
88,Local-gov,1065668,Bachelors,1,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,52,Cuba,>50K
68,Federal-gov,61191,7th-8th,9,Never-married,Transport-moving,Not-in-family,Other,Male,21832,0,50,Philippines,>50K
39,Self-emp-not-inc,465658,11th,3,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,29,Cuba,<=50K
71,Without-pay,1091148,10th,13,Separated,Tech-support,Wife,Black,Male,0,0,36,Japan,>50K
26,Never-worked,1072184,Assoc-voc,8,Never-married,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,55,Cuba,>50K
82,Federal-gov,855983,Preschool,15,Widowed,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,0,1308,22,Canada,>50K
36,Self-emp-not-inc,1496041,Some-college,6,Widowed,Craft-repair,Not-in-family,Other,Female,78806,0,44,England,>50K
84,Without-pay,311462,Bachelors,1,Married-spouse-absent,Tech-support,Own-child,White,Female,0,0,15,Philippines,<=50K
84,Self-emp-not-inc,470593,7th-8th,9,Divorced,Protective-serv,Wife,Black,Female,0,0,32,Japan,<=50K
56,Private,948407,Preschool,15,Separated,Transport-moving,Not-in-family,Black,Female,0,0,69,Germany,>50K
59,Without-pay,212450,Assoc-acdm,7,Married-AF-spouse,Other-service,Wife,White,Female,0,0,52,Canada,<=50K
89,State-gov,1056553,Prof-school,11,Divorced,Craft-repair,Wife,Asian-Pac-Islander,Male,0,2749,97,England,>50K
58,Never-worked,637098,HS-grad,2,Married-AF-spouse,Transport-moving,Unmarried,Black,Female,0,0,65,Philippines,<=50K
19,Private,1391034,11th,3,Widowed,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,0,0,86,Cuba,<=50K
37,Local-gov,608591,HS-grad,2,Separated,Farming-fishing,Own-child,Black,Female,0,0,62,Germany,<=50K
67,Private,476121,9th,5,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Female,0,0,7,England,<=50K
49,State-gov,1319183,Masters,4,Separated,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,4300,65,India,<=50K
71,Private,545434,Prof-school,11,Married-civ-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,20407,0,15,Japan,>50K
80,Self-emp-not-inc,1319804,Preschool,15,Divorced,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,0,0,25,Germany,<=50K
38,Local-gov,1137538,Masters,4,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,427,61,Philippines,>50K
74,Federal-gov,916789,Preschool,15,Widowed,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,0,0,50,India,<=50K
37,Federal-gov,131649,Preschool,15,Never-married,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,0,1283,84,Germany,<=50K
17,Private,1043487,Bachelors,1,Divorced,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,0,0,97,Cuba,<=50K
66,Without-pay,72384,HS-grad,2,Widowed,Handlers-cleaners,Own-child,Other,Male,0,0,89,Mexico,<=50K
72,State-gov,487725,Prof-school,11,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Male,0,2841,36,Canada,<=50K
24,Federal-gov,674665,Some-college,6,Divorced,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,0,0,98,United-States,<=50K
58,Self-emp-inc,786309,7th-8th,9,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Female,0,0,29,Mexico,<=50K
39,State-gov,1123586,5th-6th,12,Never-married,Other-service,Wife,Black,Female,0,0,60,Cuba,<=50K
29,Local-gov,413848,10th,13,Divorced,Priv-house-serv,Unmarried,Black,Male,0,0,6,Philippines,<=50K
89,Local-gov,692437,10th,13,Separated,Adm-clerical,Own-child,Other,Female,0,0,52,Germany,>50K
19,Federal-gov,1161112,9th,5,Married-spouse-absent,Other-service,Husband,Black,Female,0,1991,36,Germany,<=50K
71,Self-emp-inc,421710,7th-8th,9,Never-married,Sales,Own-child,Black,Female,27000,0,30,Philippines,>50K
79,Local-gov,1003505,9th,5,Separated,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,0,0,28,United-States,<=50K
66,Federal-gov,1072031,Some-college,6,Married-civ-spouse,Sales,Own-child,White,Male,0,0,20,Cuba,<=50K
38,State-gov,204424,Some-college,6,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Male,0,0,84,India,<=50K
57,Self-emp-inc,525945,Preschool,15,Married-spouse-absent,Sales,Not-in-family,Black,Male,0,0,71,United-States,>50K
17,Never-worked,1313550,7th-8th,9,Married-spouse-absent,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,0,0,38,Puerto-Rico,>50K
45,Local-gov,93500,11th,3,Divorced,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,74640,691,71,Cambodia,<=50K
39,Federal-gov,1196991,Preschool,15,Separated,Sales,Own-child,Other,Female,0,3852,36,England,<=50K
60,Federal-gov,1354117,Preschool,15,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,0,0,97,Canada,<=50K
29,Federal-gov,1438374,1st-4th,14,Widowed,Priv-house-serv,Other-relative,Other,Female,0,0,32,Japan,<=50K
51,Local-gov,255743,Masters,4,Married-spouse-absent,Transport-moving,Own-child,White,Female,0,0,52,United-States,<=50K
46,Self-emp-not-inc,177403,Doctorate,10,Married-spouse-absent,Craft-repair,Own-child,Other,Male,0,0,23,Canada,<=50K
76,Without-pay,1211027,9th,5,Separated,Handlers-cleaners,Not-in-family,White,Male,27659,0,95,Cambodia,>50K
44,Self-emp-inc,738190,7th-8th,9,Married-spouse-absent,Craft-repair,Not-in-family,Black,Female,67785,0,93,Mexico,>50K
26,Without-pay,438471,7th-8th,9,Married-spouse-absent,Farming-fishing,Husband,Other,Male,74547,1197,4,Japan,<=50K
33,Self-emp-not-inc,1248719,11th,3,Never-married,Prof-specialty,Husband,Other,Male,0,0,17,England,<=50K
80,Self-emp-not-inc,1414014,5th-6th,12,Divorced,Exec-managerial,Wife,White,Male,0,0,39,Philippines,>50K
50,State-gov,1343023,Assoc-acdm,7,Married-spouse-absent,Handlers-cleaners,Own-child,White,Female,0,1539,95,India,<=50K
53,Without-pay,766300,9th,5,Separated,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,0,0,93,Mexico,<=50K
34,Self-emp-not-inc,648232,5th-6th,12,Divorced,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,77888,0,13,Cuba,>50K
79,Federal-gov,246362,10th,13,Widowed,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,25961,2115,1,Cuba,>50K
68,Self-emp-inc,129418,Prof-school,11,Divorced,Handlers-cleaners,Husband,White,Female,0,702,96,Cuba,<=50K
48,Private,30331,Masters,4,Married-spouse-absent,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,0,1272,14,England,<=50K
46,State-gov,364904,5th-6th,12,Widowed,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,92,Mexico,<=50K
37,State-gov,361547,Prof-school,11,Separated,Sales,Own-child,Other,Female,0,0,93,Cambodia,<=50K
